서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일
249,의료급여(본인부담 상한금),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=249,의료급여 수급권자에게 의료비를 지원하여 저소득층의 국민보건 향상과사회복지 증진에 기여합니다.,보건복지부 국민기초생활보장제도 http://team.mw.go.kr/blss 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,기초의료보장과,2021,2021-04-22
311,의료급여(요양비),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=311,의료급여 수급권자에게 의료비를 지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-16
310,의료급여(의료급여),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=310,의료급여수급권자에게 의료비를 지원하여 국민보건 향상 및 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-03-26
318,의료급여(의료급여건강생활유지비),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=318,의료급여 수급권자에게 의료비(건강생활 유지비)를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 국민기초생활보장제도 http://team.mw.go.kr/blss 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,기초의료보장과,2021,2021-04-08
316,의료급여(의료급여대지급금지원),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=316,의료급여 수급권자의 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 국민기초생활보장제도 http://team.mw.go.kr/blss 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-08
312,의료급여본인부담면제,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=312,의료급여 수급권자 중 본인부담금 면제 대상자에게 본인부담금을  지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 국민기초생활보장제도 http://team.mw.go.kr/blss 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-08
322,의료급여수급권자 영유아건강검진비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=322,"영·유아의 건강증진을 도모하고 건강한 미래인으로 성장할 수 있도록 연령에 적합한 건강검진 프로그램을 도입하여 성장과 발달 사항을  추적 관리하고, 보호자에게 적절한 교육 프로그램을 제공합니다.",국민건강보험공단 http://www.nhis.or.kr/ 보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,국민건강보험공단 고객센터 1577-1000,보건복지부,건강증진과,2021,2021-06-17
44,의료급여수급권자 일반건강검진비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=44,"국민의 건강을 위협하는 고혈압, 당뇨 등 심뇌혈관질환을 조기에 발견하여 치료할 수 있도록 건강검진 서비스를 제공하고, 만 66세이상 의료급여수급권자를 대상으로 맞춤형 건강진단 서비스를 제공합니다.",국민건강보험공단 www.nhis.or.kr,국민건강보험공단 1577-1000,보건복지부,건강증진과,2021,2021-06-14
315,의료급여임신·출산진료비지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=315,임신이 확인된 의료급여 수급권자에게 임신과 출산에 필요한 의료비를 지원합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-19
140,의사상자지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=140,본인의 직무와는 상관없이 타인의 생명이나 신체 또는 재산을 구하다가 사망하거나 부상을 입은 사람을 예우하여 유족 또는 가족에게 복지 혜택을 제공합니다.,보건복지부 콜센터 http://www.129.go.kr 보건복지부 사회서비스자원과 http://www.mw.go.kr,보건복지상담센터 129,보건복지부,사회서비스자원과,2021,2021-05-13
161,이공계 국가우수장학금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=161,이공계 우수 학생을 발굴하여 미래의 핵심인재로 성장할 수 있도록 국가우수장학금을 지급합니다.,한국장학재단 고객센터 www.kosaf.go.kr,한국장학재단 콜센터 1599-2000,과학기술정보통신부,미래인재양성과,2021,2021-04-23
16488,이동통신 요금감면,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16488,사회적 취약계층을 대상으로 가계통신비 부담완화를 위해 통신요금을 지원합니다.,,개별통신사(이동전화로 국번없이) 1523,과학기술정보통신부,통신경쟁정책과,2021,2021-05-27
68,이주배경 청소년 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=68,다문화가족의 청소년과 국내로 이주해 온 청소년들이 우리 사회에 잘 적응할 수 있도록 상담과 진로지원 프로그램 등을 실시합니다.,이주배경청소년지원센터 www.rainbowyouth.or.kr 레인보우스쿨 www.rainbowyouth.or.kr,이주배경청소년지원재단 02-733-7587,여성가족부,학교밖청소년지원과,2021,2021-06-01
199,인문100년장학금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=199,인문 사회 분야 우수인재가 학업에 전념할 수 있는 환경을 조성하여 학문 후속세대로 성장할 수 있도록 지원합니다.,한국장학재단 상담센터 http://www.kosaf.go.kr/,한국장학재단 상담센터 1599-2290,교육부,대학재정장학과,2021,2021-04-02
17160,인플루엔자 국가예방접종 지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17160,"어르신, 임신부 및 어린이의 인플루엔자 접종률 향상과 질병부담 감소를 위해 인플루엔자 예방접종을 국가에서 지원합니다.",예방접종도우미누리집 https://nip.kdca.go.kr/ 질병관리청 1339 콜센터 https://kdca.go.kr,질병관리청 콜센터 1339,질병관리청,예방접종관리과,2021,2021-04-22
192,일반 상환 학자금대출,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=192,개인 사정에 따라서 거치기간과 상환기간을 합리적으로 조절하여 상환할 수 있는 학자금 대출제도를 운영합니다.,한국장학재단 고객센터 www.kosaf.go.kr,한국장학재단 장학서비스센터 1599-2000,교육부,대학재정장학과,2021,2021-04-09
153,일본군 위안부 피해자 생활안정지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=153,"일본군 위안부 피해자에게 안정된 생활을 제공하고,진상을 규명하여 명예를 회복할 수 있도록 기념사업을 추진합니다.",여성가족부 http://www.mogef.go.kr/index.jsp,여성가족부 대표전화 02-2100-6000,여성가족부,권익정책과,2021,2021-06-07
45,입양·가정위탁아동 심리치료 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=45,입양가정에 위탁해서 자라고 있는 아동이 심리적으로 건강하게 성장할 수 있도록 지원합니다.,아동권리보장원 www.ncrc.or.kr,아동권리보장원 02-6283-0200,보건복지부,아동권리과,2020,2020-03-16
297,입양비용지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=297,아동 입양을 원하는 가정에 입양비용을 지원하여 국내 입양문화의 활성화를 도모합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,아동복지정책과,2021,2021-05-13
46,입양숙려기간 모자지원 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=46,미혼 또는 이혼 한부모가 출산 전후 정서적으로 불안정한 상태로 입양에 동의하는 것을 방지하고 입양과 양육에 대하여 충분히 고려할 기회를 제공합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,아동복지정책과,2021,2021-05-04
299,입양아동 양육수당 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=299,입양아동 양육수당을 지원하여 입양가정의 경제적 부담을 완화하며 국내입양 활성화 및 아동의 건전한 육성을 도모합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,아동복지정책과,2021,2021-05-13
247,입원 및 격리치료명령 결핵환자 부양가족생활보호비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=247,입원 및 격리치료 명령을 받은 결핵환자의 격리기간 동안 발생한 소득상실을 보전하기 위해 환자 본인 또는 그 부양가족에게 생활보호비를 지급합니다.,,질병관리청 콜센터 1339,질병관리청,결핵정책과,2021,2021-05-18
291,"자산형성지원사업(희망키움통장Ⅰ, Ⅱ 및 내일키움통장)",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=291,"희망키움통장을 통해 일하는 생계·의료·주거·교육급여 수급가구 및 차상위계층이 생활 안정을 도모하며 자립자금을 저축할 수 있도록 돕고, 내일키움통장을 통해 자활근로사업단의 성실한 근로자들이 자산을 형성할 수 있도록 지원합니다.",희망키움통장 http://www.hopegrowing.com/ 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,자립지원과,2020,2020-04-10
285,"자활근로(기초, 차상위)",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=285,생계·의료·주거·교육급여 수급자 및 저소득층에게 근로기회를 제공하여 자립할 수 있도록 돕습니다.,보건복지부 http://www.mohw.go.kr 보건복지부 국민기초생활보장제도 http://team.mw.go.kr/blss 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,자립지원과,2020,2020-04-10
137,장기복무제대군인 취업지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=137,"오랫동안 복무하고 전역한 제대군인이 원활하게 사회에 복귀할 수 있도록 취업을 지원하고, 특기와 적성에 맞는 직업교육 훈련을 제공함으로써 취업역량을 강화하고 취업률을 높입니다.",국가보훈처 http://www.mpva.go.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인일자리과,2021,2021-05-13
256,장기복무제대군인수업료보조,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=256,군대에서 오래 복무한 이후에 제대한 군인의 안정적인 생활을 돕기 위하여 수업료를 지원합니다.,국가보훈처 http://www.mpva.go.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인일자리과,2021,2021-05-25
262,장기요양급여이용지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=262,고령의 국가유공자가 요양등급을 판정 받았지만 소득이 적어 요양기관의 서비스를 받기 힘들 때 노후생활 보장을 위하여 본인부담금의 일부를 지원합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,복지운영과,2021,2021-06-08
189,장애대학생 교육활동 지원(구. 장애대학생 도우미 지원),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=189,장애대학생의 고등교육 활동에 필요한 각종 편의지원을 통해 학습효과를 증대하고 고등교육 기회를 확대합니다.,국가평생교육진흥원 www.nile.or.kr 교육부 특수교육정책과(장애학생진로평생교육팀) www.moe.go.kr,교육부 특수교육정책과 044-203-6568,교육부,특수교육정책과,2021,2021-06-14
330,장애수당,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=330,생활이 어려운 장애인에게 장애수당을 지급하여 생활의 안정을 돕습니다,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인자립기반과,2021,2021-01-14
340,장애아가족양육지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=340,이웃과 함께하는 가족 돌봄 문화를 정착하고 장애 아동에 대한 인식의 전환을 위해지역사회의 자원봉사자가 장애아 돌보미 서비스를 제공합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,장애인서비스과,2021,2021-06-11
331,장애아동수당,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=331,장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인자립기반과,2021,2021-01-14
298,장애아동입양 양육보조금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=298,장애 아동을 입양한 가정에 양육보조금을 지원하여 장애아동의 국내입양 활성화를 도모합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,아동복지정책과,2021,2021-05-07
293,장애아보육료지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=293,어린이집을 이용하는 장애아의 보육료를 지원하여 부모의 경제적 부담을 경감합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,보육사업기획과,2021,2021-06-09
48,장애인 운전교육 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=48,중증장애인의 운전면허 취득에 필요한 실기(기능 및 도로주행) 교육과 면허증을 소지한 중도장애인의 운전 적응을 위한 순회교육을 실시하여 장애인의 이동권을 증진하고 사회참여를 확대합니다.,국립재활원 장애예방운전지원과 www.nrc.go.kr,국립재활원 장애예방운전지원과 02-901-1553,보건복지부,장애인권익지원과,2020,2020-03-18
118,장애인 정보화교육,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=118,"장애인에게 다양한 정보화 교육을 실시하여 정보사회 적응능력을 배양하고, IT에 소질이 있는 장애인에게 전문교육을 실시하여 소득창출 기회를 제공함으로써 장애인의 경제적 자립을 도모합니다.",한국지능정보사회진흥원 www.itstudy.or.kr,한국정보화진흥원 장애인정보화교육 1588-2670,과학기술정보통신부,디지털포용정책팀,2021,2021-04-29
280,장애인 창업점포 지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=280,"장애인이 창업시 점포 임대보증금을 5년 기간이내, 1억 3천만원 한도에서 대여합니다.",장애인기업종합지원센터 문의전화 www.debc.or.kr,장애인기업종합지원센터 02-2181-6500,중소벤처기업부,소상공인경영지원과,2021,2021-06-17
181,장애인 표준사업장 설립지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=181,사업주가 장애인표준사업장을 설립하고 운영할 수 있도록 지원금을 지급하여 장애인의 안정된 일자리를 마련합니다.,한국장애인고용공단 http://www.kead.or.kr,장애인고용공단 대표전화 1588-1519,고용노동부,장애인고용과,2021,2021-05-31
341,장애인거주시설 실비입소료 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=341,입소의 사각지대에 있는 저소득 중증 장애인이 실비 입소 장애인 거주시설을 이용할 시에 입소이용료를 지원합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인권익지원과,2020,2020-04-13
135,장애인고용시설장비 융자·지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=135,"장애인이 직장에서 일하는데 도움을 주는 작업시설, 부대시설, 편의시설을 설치하는 비용을 사업주에게 빌려주어 장애인의 고용안정과 사업주의 노동생산성을 높입니다.",한국장애인고용공단 http://www.kead.or.kr 고용노동부 고객상담센터 http://www.moel.go.kr/,한국장애인고용공단 1588-1519,고용노동부,장애인고용과,2021,2021-05-31
179,장애인고용장려금지급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=179,의무고용률 이상으로 장애인을 고용하는 사업주에게 고용장려금을 지급하여 장애인 근로자의 취업과 장애인 고용 촉진을 돕습니다.,한국장애인고용공단 http://www.kead.or.kr,한국장애인고용공단 1588-1519,고용노동부,장애인고용과,2021,2021-05-31
87,장애인기업종합지원센터 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=87,장애인의 창업과 기업활동을 촉진함으로써 장애인의 경제적 자립과 장애인 기업의 성장을 돕습니다.,장애인기업종합지원센터 문의전화 www.debc.or.kr,장애인기업종합지원센터 02-2181-6500,중소벤처기업부,소상공인경영지원과,2021,2021-06-17
143,장애인문화·예술 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=143,장애인의 문화예술 향유 기회를 확대하여 문화예술 욕구를 충족시키고 장애인 예술가의 창작활동과 예술교육을 지원하여 예술활동 역량 강화를 도모합니다.,한국장애인문화예술원 www.i-eum.or.kr,한국장애인문화예술원 이음 02-760-9700,문화체육관광부,예술정책과,2021,2021-05-13
47,장애인보조견 전문훈련기관 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=47,"장애인의 안전하고 원활한 생활을 돕기 위해 보조견을 보급하고,훈련하는 일을 지원합니다.",,한국장애인도우미견협회 031-691-7782,보건복지부,장애인권익지원과,2020,2020-04-13
333,장애인보조기기 교부,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=333,생활이 어려운 저소득 장애인들이 복지 혜택을 누릴 수 있도록장애인 보조기기를 지원합니다.,중앙 장애인보조기구 사례관리센터 http://rtc.nrc.go.kr 보건복지부 콜센터 http://www.129.go.kr,장애인 보조기기 콜센터 1670-5529,보건복지부,장애인자립기반과,2021,2021-06-18
17524,장애인스포츠강좌이용권 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17524,"장애인 대상 스포츠 참여 기회를 제공하여 삶의 질 향상, 사회적 소외감 해소를 통한 사회통합에 기여하기 위한 사업입니다.",국민체육진흥공단(스포츠강좌이용권) http://svoucher.kspo.or.kr,국민체육진흥공단(스포츠강좌이용권) 02-410-1298~9,문화체육관광부,장애인체육과,2021,2021-06-02
349,장애인연금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=349,장애로 인하여 생활이 어려운 중증장애인의 안정된 삶을 위해 연금을 지급합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인자립기반과,2020,2020-02-12
336,장애인의료비지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=336,저소득 장애인에게 의료비를 지원하여 생활안정 및 의료 보장을 도모합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,장애인자립기반과,2021,2021-06-18
338,장애인일자리지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=338,미취업 장애인의 사회참여를 확대시키고 소득을 보장하기 위하여 공공형 일자리를 제공합니다.,보건복지부 http://www.mohw.go.kr 일자리사업통합정보시스템(일모아) http://www.ilmoa.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인자립기반과,2021,2021-04-06
54,장애인자립생활지원센터,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=54,"장애인의 권익을 옹호하고, 동료상담 및 개인별 자립 지원 등의 서비스를 제공하여  자립에 필요한 역량을 강화하고, 지역사회의 다양한 활동에 참여하도록 지원합니다.",,보건복지콜센터 129,보건복지부,장애인권익지원과,2020,2020-04-13
134,장애인자립자금 대여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=134,저소득 장애인의 소규모 창업 및 출퇴근용 자동차 구입 비용을 장기 저리로 빌려 드려 생업의 기반을 다지고 편리하게 이동할 수 있도록 지원합니다.,,보건복지콜센터 129,보건복지부,장애인자립기반과,2020,2020-03-12
88,장애인창업육성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=88,장애인의 창업을 돕습니다,장애인기업종합지원센터 문의전화 www.debc.or.kr,장애인기업종합지원센터 02-2181-6500,중소벤처기업부,소상공인경영지원과,2021,2021-06-18
355,장애인활동지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=355,장애인의 자립생활과 사회 활동 참여를 증진하기 위하여활동에 필요한 보조 서비스를 제공합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr 국민연금공단 지사 http://www.nps.or.kr/jsppage/app/intro/nps/current/current_06.jsp,보건복지상담센터 129,보건복지부,장애인서비스과,2021,2021-04-23
302,장애입양아동 의료비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=302,"장애아동을 입양한 국내입양가정에 의료비를 지원하여 장애아동의 국내입양을 활성화하고, 건전한 양육이 이루어지도록 합니다.",보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,아동복지정책과,2021,2021-05-07
16494,장애친화 건강검진기관,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16494,"장애인과 비장애인간, 장애유형간 국가건강검진 수검률 격차 해소와 건강검진 예방의료서비스 이용접근성 보장을 지원합니다.",보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,장애인정책과,2021,2021-05-18
22,장애학생 정보격차 해소 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=22,특수교육 대상자와 교사를 위해 교수·학습지원 콘텐츠를 개발하고 사이트를 운영하여 정보격차 해소를 지원합니다.,국립특수교육원 http://www.nise.go.kr 에듀에이블 http://eduable.net,국립특수교육원 041-537-1485,교육부,정보지원과,2021,2021-06-08
284,장제급여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=284,"수급자가 사망하였을 경우 사체의 검안, 운반, 화장 또는 매장 등의기타 장례를 하는데 필요한 금품을 지원합니다.",보건복지부 http://www.mohw.go.kr,보건복지콜센터 129,보건복지부,기초생활보장과,2021,2021-05-13
344,재가급여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=344,노인에게 장기요양서비스를 제공하여 중장년층과 자녀 등 모든 세대의 고충을 경감하고 품위 있는 노후생활을 할 수 있도록 지원합니다.,국민건강보험공단 www.nhis.or.kr,국민건강보험공단 상담센터 1577-1000,보건복지부,요양보험제도과,2021,2021-05-11
49,재가암환자관리,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=49,"집에서 투병중인 암환자를 대상으로 지역사회에서 제공 가능한 보건의료서비스를 통합적, 지속적으로 제공합니다",보건복지부 질병정책과 http://www.mw.go.kr,보건복지상담센터 129,보건복지부,질병정책과,2021,2021-06-15
16490,재난적의료비 지원 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16490,과도한 의료비로 인한 경제적 부담을 겪는 가구에 의료비를 지원합니다.,국민건강보험공단 www.nhis.or.kr,국민건강보험공단 1577-1000,보건복지부,의료보장관리과,2021,2021-06-21
17523,재취업지원서비스 시행지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17523,"재취업지원서비스 지원제도('20.5월 시행)가 현장에 안착할 수 있도록  사업주에게 컨설팅, 담당자 연수 등의 서비스를 제공합니다.",고용노동부 http://www.moel.go.kr,고용노동부 담당자 044-202-7465,고용노동부,고령사회인력정책과,2021,2021-05-31
259,재해보상금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=259,"군복무 중 사망한 군인 또는 의무경찰 등의 유족에게 사망보상금을 지급하거나,의무경찰 등이 복무 중 부상을 입고 퇴직한 경우 상이급여금을 지원합니다.",국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,보상정책과,2021,2021-04-23
255,재해위로금지급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=255,"재해로 인명, 재산상 피해를 입은 국가유공자 등 보훈가족을 위로하고 재해복구의지를 고취시키기 위하여 재해위로금을 지급합니다.",국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,복지정책과,2021,2021-03-29
50,저소득층 기저귀·조제분유 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=50,저소득층 가구의 영아를 양육하는 부모에게 기저귀와 조제분유를 지원하여 경제적 부담을 덜어드립니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지부 콜센터 129,보건복지부,출산정책과,2021,2021-04-16
346,저소득층 본인부담금 경감,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=346,저소득층의 본인부담금을 경감하여 서비스를 이용하는 부담을 줄입니다.,국민건강보험공단 http://www.nhis.or.kr/,국민건강보험공단 상담센터 1577-1000,보건복지부,요양보험제도과,2020,2020-03-17
221,저소득층 에너지효율 개선,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=221,"저소득층 노후주택의 보일러, 창호, 단열, 바닥 공사 등을 지원하여에너지 사용환경 개선을 통한 에너지 구입비용을 절감시킵니다.",한국에너지재단 www.koref.or.kr,한국에너지재단 1670-7653,산업통상자원부,자원안보정책과,2021,2021-05-13
188,저임금근로자 사회보험료지원사업(두루누리),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=188,소규모 사업에 근무하는 저임금 근로자의 사회보험료를 지원하여 근로자의 경제적 부담을 경감합니다.,고용노동부 http://www.moel.go.kr/ 보건복지부 http://www.mohw.go.kr 근로복지공단 http://www.kcomwel.or.kr/ 근로복지공단 고객지원센터 www.kcomwel.or.kr 고용노동부 고객상담센터 http://www.moel.go.kr/ 국민연금공단 http://www.nps.or.kr,근로복지공단 고객지원센터 1588-0075,고용노동부,고용지원실업급여과,2021,2021-05-11
51,전립선등 노인성질환 예방관리,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=51,"전립선 질환을 조기에 진단하고, 예방과 관리를 위한 교육 및 홍보를 지원합니다. ※ 2021.3월 2021년 사업 수행자 공모 진행 중으로 5~6월 중 사업 시작 예정",,한국전립선관리협회 02-534-2214,보건복지부,건강정책과,2021,2021-04-16
232,정보통신보조기기보급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=232,장애인과 국가유공자 등에게 정보통신 보조기기를 지원하여 정보화 생활을 개선하고 정보격차를 해소합니다.,정보통신보조기기 사업 http://www.at4u.or.kr/,한국정보화진흥원 상담센터 1588-2670,과학기술정보통신부,디지털포용정책팀,2021,2021-05-03
243,정신건강복지센터운영(아동청소년정신건강증진사업 포함),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=243,일반인은 물론 아동·청소년에게 발생할 수 있는 정신건강(정신질환 등) 문제를 예방하고 조기에 발견하여 상담과 재활을 통해 치료받을 수 있도록 지원합니다.,한국정신보건전문요원협회 http://www.kamhp.or.kr/ 한국자살예방협회 http://www.suicideprevention.or.kr/ 자살예방협회 사이버상담실 http://www.counselling.or.kr/ 대한신경정신과의사회 http://www.onmaum.com/ 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,정신건강관리과,2021,2021-06-15
